 Best Practices for Fragment Identifiers and Media Type Definitions                                           , 2012-10-25 , http://www.w3.org/TR/2012/WD-fragid-best-practices-20121025/                     , WD               
 Best Practices for Publishing Linked Data                                                                    , 2014-01-09 , http://www.w3.org/TR/2014/NOTE-ld-bp-20140109/                                   , NOTE             
 Best Practices for XML Internationalization                                                    , 2006-05-18 , http://www.w3.org/TR/2006/WD-xml-i18n-bp-20060518/                  , WD       
 Best Practices for XML Internationalization                                                           , 2008-02-13 , http://www.w3.org/TR/2008/NOTE-xml-i18n-bp-20080213/                   , NOTE             
 Best Practices for XML Internationalization                                                             , 2007-04-27 , http://www.w3.org/TR/2007/WD-xml-i18n-bp-20070427/                     , WD               
 Best Practices for XML Internationalization                                                                         , 2007-06-28 , http://www.w3.org/TR/2007/WD-xml-i18n-bp-20070628/                   , WD               
 Best Practices for XML Internationalization                                                                         , 2007-10-31 , http://www.w3.org/TR/2007/WD-xml-i18n-bp-20071031/                   , WD               
 Bound Variables in MathML                                                        , 2003-11-10 , http://www.w3.org/TR/2003/NOTE-mathml-bvar-20031110/             , NOTE         
 Calendar API                                                                                          , 2011-04-19 , http://www.w3.org/TR/2011/WD-calendar-api-20110419/                      , WD               
 Calendar API                                                                                                 , 2014-01-14 , http://www.w3.org/TR/2014/NOTE-calendar-api-20140114/                            , NOTE             
 Calendar API                                                                                                 , 2014-01-14 , http://www.w3.org/TR/2014/NOTE-calendar-api-20140114/                            , Retired          
 Canonical EXI                                                                                                , 2013-09-24 , http://www.w3.org/TR/2013/WD-exi-c14n-20130924/                                  , WD               
 Canonical EXI                                                                                                , 2014-10-23 , http://www.w3.org/TR/2014/WD-exi-c14n-20141023/                                  , WD               
 Canonical XML 1.1                                                                                     , 2008-01-29 , http://www.w3.org/TR/2008/PR-xml-c14n11-20080129                       , PR               
 Canonical XML 1.1                                                                                       , 2006-09-15 , http://www.w3.org/TR/2006/WD-xml-c14n11-20060915                       , WD               
 Canonical XML 1.1                                                                                       , 2006-12-20 , http://www.w3.org/TR/2006/WD-xml-c14n11-20061220                       , LastCall         
 Canonical XML 1.1                                                                                       , 2006-12-20 , http://www.w3.org/TR/2006/WD-xml-c14n11-20061220                       , WD               
 Canonical XML 1.1                                                                                                   , 2007-06-21 , http://www.w3.org/TR/2007/CR-xml-c14n11-20070621                     , CR               
 Canonical XML Version 1.1                                                                             , 2008-05-02 , http://www.w3.org/TR/2008/REC-xml-c14n11-20080502/                     , REC              
 Canonical XML Version 2.0                                                                             , 2009-10-22 , http://www.w3.org/TR/2009/WD-xml-c14n2-20091022/                         , WD               
 Canonical XML Version 2.0                                                                             , 2010-03-04 , http://www.w3.org/TR/2010/WD-xml-c14n2-20100304/                         , WD               
 Canonical XML Version 2.0                                                                             , 2010-08-31 , http://www.w3.org/TR/2010/WD-xml-c14n2-20100831/                         , WD               
 Canonical XML Version 2.0                                                                             , 2011-04-21 , http://www.w3.org/TR/2011/WD-xml-c14n2-20110421/                         , LastCall         
 Canonical XML Version 2.0                                                                             , 2011-04-21 , http://www.w3.org/TR/2011/WD-xml-c14n2-20110421/                         , WD               
 Canonical XML Version 2.0                                                                                    , 2012-01-24 , http://www.w3.org/TR/2012/CR-xml-c14n2-20120124/                                 , CR               
 Canonical XML Version 2.0                                                                                    , 2013-04-11 , http://www.w3.org/TR/2013/NOTE-xml-c14n2-20130411/                               , NOTE             
 Cascading Style Sheets, 2002-08-02 , http://www.w3.org/TR/2002/WD-CSS21-20020802                            , LastCall   
 Cascading Style Sheets, 2002-08-02 , http://www.w3.org/TR/2002/WD-CSS21-20020802                            , WD         
 Cascading Style Sheets, 2003-01-28 , http://www.w3.org/TR/2003/WD-CSS21-20030128                            , WD         
 Cascading Style Sheets, 2003-09-15 , http://www.w3.org/TR/2003/WD-CSS21-20030915                      , LastCall     
 Cascading Style Sheets, 2003-09-15 , http://www.w3.org/TR/2003/WD-CSS21-20030915                      , WD           
 Cascading Style Sheets, 2004-02-25 , http://www.w3.org/TR/2004/CR-CSS21-20040225                 , CR       
 Cascading Style Sheets, 2006-04-11 , http://www.w3.org/TR/2006/WD-CSS21-20060411                         , WD       
 Cascading Style Sheets, 2006-11-06 , http://www.w3.org/TR/2006/WD-CSS21-20061106                            , LastCall         
 Cascading Style Sheets, 2006-11-06 , http://www.w3.org/TR/2006/WD-CSS21-20061106                            , WD               
 Cascading Style Sheets, 2008-04-11 , http://www.w3.org/TR/2008/REC-CSS2-20080411/                           , REC              
 Cascading Style Sheets (CSS) Snapshot 2007                                                            , 2008-05-16 , http://www.w3.org/TR/2008/WD-css-beijing-20080516/                     , LastCall         
 Cascading Style Sheets (CSS) Snapshot 2007                                                            , 2008-05-16 , http://www.w3.org/TR/2008/WD-css-beijing-20080516/                     , WD               
